"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TJ4DUEZG","journalArticle","2020","St. Clair, J Bradley; Howe, Glenn T; Kling, Jennifer G","The 1912 Douglas-Fir Heredity Study: Long-Term Effects of Climatic Transfer Distance on Growth and Survival","Journal of Forestry","","0022-1201, 1938-3746","10.1093/jofore/fvz064","https://academic.oup.com/jof/article/118/1/1/5671613","Abstract             The 1912 Douglas-Fir Heredity Study is one of the first studies undertaken by the US Forest Service, and one of the first forest genetics studies in North America. The study considers provenance variation of 120 parent trees from 13 seed sources planted at five test sites in the Pacific Northwest. The unique, long-term nature of the study makes it valuable to revisit and consider its biological and historical significance. This analysis considers how far climatically Douglas-fir populations may be moved without incurring unacceptable declines in growth and survival. Results indicate that Douglas-fir seed sources may be moved at least 2° C cooler or warmer and still retain good long-term survival and productivity. However, projected future climate change beyond 2° C may lead to lower survival and productivity. One option to address these concerns is assisted migration; however, if seed sources are moved beyond 2–3° C to a cooler climate in anticipation of warming, or from a more continental to a maritime climate, we are likely to see increased mortality and associated losses in productivity in the near-term. Lessons from this study include: (1) pay attention to good experimental design; we were able to overcome limitations from the design by using new statistical approaches; (2) maladaptation may take time to develop; poorer survival was not evident until more than two decades after planting; and (3) long-term studies may have value for addressing new, unforeseen issues in the future.","2020-01-07","2020-08-14 17:36:30","2020-08-14 17:36:30","2020-08-14 17:36:30","1-13","","1","118","","","The 1912 Douglas-Fir Heredity Study","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b?</p>","C:\Users\trase\Zotero\storage\87ADQ7ZW\St. Clair et al. - 2020 - The 1912 Douglas-Fir Heredity Study Long-Term Eff.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YQMLDQZB","journalArticle","2019","Tíscar, Pedro Antonio","Geographical variation in cone traits of <i>Pinus nigra</i> as result of crossbill predation: implications for assisted migration","Forestry: An International Journal of Forest Research","","0015-752X, 1464-3626","10.1093/forestry/cpy046","https://academic.oup.com/forestry/article/92/2/188/5261212","","2019-04-01","2020-08-14 17:36:06","2020-08-14 17:36:06","2020-08-14 17:36:06","188-195","","2","92","","","Geographical variation in cone traits of <i>Pinus nigra</i> as result of crossbill predation","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\SZXPUEEL\Tíscar - 2019 - Geographical variation in cone traits of Pinus .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RVE7KIXR","journalArticle","2016","Whittet, Richard; Cavers, Stephen; Cottrell, Joan; Ennos, Richard","Seed sourcing for woodland creation in an era of uncertainty: an analysis of the options for Great Britain","Forestry","","0015-752X, 1464-3626","10.1093/forestry/cpw037","https://academic.oup.com/forestry/article-lookup/doi/10.1093/forestry/cpw037","","2016-09-09","2020-08-14 17:35:57","2020-08-14 17:35:57","2020-08-14 17:35:57","foresj;cpw037v1","","","","","Forestry","Seed sourcing for woodland creation in an era of uncertainty","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p>","C:\Users\trase\Zotero\storage\HM37N83K\Whittet et al. - 2016 - Seed sourcing for woodland creation in an era of u.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GFXTIFC3","journalArticle","2018","Park, Andrew; Talbot, Carolyn","Information Underload: Ecological Complexity, Incomplete Knowledge, and Data Deficits Create Challenges for the Assisted Migration of Forest Trees","BioScience","","0006-3568, 1525-3244","10.1093/biosci/biy001","https://academic.oup.com/bioscience/article/68/4/251/4859575","","2018-04-01","2020-08-14 17:35:37","2020-08-14 17:35:37","2020-08-14 17:35:36","251-263","","4","68","","","Information Underload","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\58ZRN6AZ\Park and Talbot - 2018 - Information Underload Ecological Complexity, Inco.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CWQU96S","journalArticle","2015","Parmesan, C.; Hanley, M. E.","Plants and climate change: complexities and surprises","Annals of Botany","","0305-7364, 1095-8290","10.1093/aob/mcv169","https://academic.oup.com/aob/article-lookup/doi/10.1093/aob/mcv169","","2015-11-01","2020-08-14 17:35:25","2020-08-14 17:35:25","2020-08-14 17:35:25","849-864","","6","116","","Annals of Botany","Plants and climate change","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\2QGPLU95\Parmesan and Hanley - 2015 - Plants and climate change complexities and surpri.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"794GR4UR","journalArticle","2009","Swarts, Nigel D.; Dixon, Kingsley W.","Terrestrial orchid conservation in the age of extinction","Annals of Botany","","1095-8290, 0305-7364","10.1093/aob/mcp025","https://academic.oup.com/aob/article-lookup/doi/10.1093/aob/mcp025","","2009-08","2020-08-14 17:35:17","2020-08-14 17:35:17","2020-08-14 17:35:17","543-556","","3","104","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 - probably 1 but they mention plant genetics are important for conservation and assisted migration but don't elucidate genetics further</p>","C:\Users\trase\Zotero\storage\8F38X89I\Swarts and Dixon - 2009 - Terrestrial orchid conservation in the age of exti.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHRU7RDQ","journalArticle","2015","Benomar, Lahcen; Lamhamedi, Mohammed S.; Villeneuve, Isabelle; Rainville, André; Beaulieu, Jean; Bousquet, Jean; Margolis, Hank A.","Fine-scale geographic variation in photosynthetic-related traits of <i>Picea glauca</i> seedlings indicates local adaptation to climate","Tree Physiology","","0829-318X, 1758-4469","10.1093/treephys/tpv054","https://academic.oup.com/treephys/article-lookup/doi/10.1093/treephys/tpv054","","2015-08","2020-08-14 17:37:05","2020-08-14 17:37:05","2020-08-14 17:37:05","864-878","","8","35","","Tree Physiol","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\I5DDB89Q\Benomar et al. - 2015 - Fine-scale geographic variation in photosynthetic-.pdf","","","","Thomas, Sean","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U6U6LG3Y","journalArticle","2012","Gould, P. J.; Harrington, C. A.; Clair, J. B. S.","Growth phenology of coast Douglas-fir seed sources planted in diverse environments","Tree Physiology","","0829-318X, 1758-4469","10.1093/treephys/tps106","https://academic.oup.com/treephys/article-lookup/doi/10.1093/treephys/tps106","","2012-12-01","2020-08-14 17:36:58","2020-08-18 03:38:39","2020-08-14 17:36:58","1482-1496","","12","32","","Tree Physiology","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\F4VM9RM9\Gould et al. - 2012 - Growth phenology of coast Douglas-fir seed sources.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQ3P92U4","journalArticle","2019","Zhu, Yingying; Fu, Songling; Liu, Hua; Wang, Zhaocheng; Chen, Han Y H","Heat stress tolerance determines the survival and growth of introduced Canadian sugar maple in subtropical China","Tree Physiology","","1758-4469","10.1093/treephys/tpy098","https://academic.oup.com/treephys/article/39/3/417/5102483","","2019-03-01","2020-08-14 17:37:35","2020-08-14 17:37:35","2020-08-14 17:37:35","417-426","","3","39","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","Tissue, David","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZK3FIWY","journalArticle","2015","Schreiber, Stefan G.; Hacke, Uwe G.; Hamann, Andreas","Variation of xylem vessel diameters across a climate gradient: insight from a reciprocal transplant experiment with a widespread boreal tree","Functional Ecology","","0269-8463, 1365-2435","10.1111/1365-2435.12455","https://onlinelibrary.wiley.com/doi/abs/10.1111/1365-2435.12455","","2015-11","2020-08-14 17:38:08","2020-08-14 17:38:08","2020-08-14 17:38:08","1392-1401","","11","29","","Funct Ecol","Variation of xylem vessel diameters across a climate gradient","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p>","","","","","Baltzer, Jennifer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHETRXC2","journalArticle","2019","Bachofen, Christoph; Wohlgemuth, Thomas; Moser, Barbara","Biomass partitioning in a future dry and <span style=""font-variant:small-caps;"">CO</span> <sub>2</sub> enriched climate: Shading aggravates drought effects in Scots pine but not European black pine seedlings","Journal of Applied Ecology","","0021-8901, 1365-2664","10.1111/1365-2664.13325","https://onlinelibrary.wiley.com/doi/abs/10.1111/1365-2664.13325","","2019-04","2020-08-14 17:38:37","2020-08-14 17:38:37","2020-08-14 17:38:37","866-879","","4","56","","J Appl Ecol","Biomass partitioning in a future dry and <span style=""font-variant","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\SS34SV8V\Bachofen et al. - 2019 - Biomass partitioning in a future dry and span sty.pdf","","","","Cheng, Lei","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CRR7KIJK","journalArticle","2013","Schreiber, Stefan G.; Ding, Chen; Hamann, Andreas; Hacke, Uwe G.; Thomas, Barb R.; Brouard, Jean S.","Frost hardiness vs. growth performance in trembling aspen: an experimental test of assisted migration","Journal of Applied Ecology","","00218901","10.1111/1365-2664.12102","http://doi.wiley.com/10.1111/1365-2664.12102","","2013-08","2020-08-14 17:38:21","2020-08-14 17:38:21","2020-08-14 17:38:21","939-949","","4","50","","J Appl Ecol","Frost hardiness vs. growth performance in trembling aspen","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\CDFF5A9L\Schreiber et al. - 2013 - Frost hardiness vs. growth performance in tremblin.pdf","","","","Saura, Santiago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VVVHVKZ","journalArticle","2016","Martín-Alcón, Santiago; Coll, Lluís; Ameztegui, Aitor","Diversifying sub-Mediterranean pinewoods with oak species in a context of assisted migration: responses to local climate and light environment","Applied Vegetation Science","","14022001","10.1111/avsc.12216","http://doi.wiley.com/10.1111/avsc.12216","","2016-04","2020-08-14 17:39:17","2020-08-14 17:39:17","2020-08-14 17:39:17","254-266","","2","19","","Appl Veg Sci","Diversifying sub-Mediterranean pinewoods with oak species in a context of assisted migration","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\R6GEWD4G\Martín-Alcón et al. - 2016 - Diversifying sub-Mediterranean pinewoods with oak .pdf","","","","Hermy, Martin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQ68MK7Q","journalArticle","2012","Regan, Helen M.; Syphard, Alexandra D.; Franklin, Janet; Swab, Rebecca M.; Markovchick, Lisa; Flint, Alan L.; Flint, Lorraine E.; Zedler, Paul H.","Evaluation of assisted colonization strategies under global change for a rare, fire‐dependent plant","Global Change Biology","","1354-1013, 1365-2486","10.1111/j.1365-2486.2011.02586.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2486.2011.02586.x","","2012-03","2020-08-14 17:43:00","2020-08-14 17:43:00","2020-08-14 17:43:00","936-947","","3","18","","Glob Change Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LMRFU827","journalArticle","2018","Miller, Kathryn M.; McGill, Brian J.","Land use and life history limit migration capacity of eastern tree species","Global Ecology and Biogeography","","1466822X","10.1111/geb.12671","http://doi.wiley.com/10.1111/geb.12671","","2018-01","2020-08-14 17:42:54","2020-08-14 17:42:54","2020-08-14 17:42:54","57-67","","1","27","","Global Ecol Biogeogr","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
